timestamp,tweet_text,username,all_hashtags,followers_count,PS,FG
18/11/2019 14:02,"  Have you seen any of these custom-wrapped @lyft cars out n about yet?  #Lyft partnered w/ @TheArtPlug_ to tap 3 local artists for the designs and put em on 40 cars that'll be out in the streets from now through\xe2\x80\xa6 https://t.co/uogpSAMyMq""", itsyomiami',['Lyft'],384,,
18/11/2019 14:01,"  And, always double check license plate numbers and share your trip details with someone else ... Also, both companies have integrated some form of emergency assistance that can share a riders' location with first responders  #Uber #Lyft https://t.co/hDYOQxHqzV""", OooLaLaBlog_',"['Uber', 'Lyft']",173,,
18/11/2019 13:57, New Episode up! Thanks for listening! Share with your rideshare friends!   https://t.co/SCvFpR5gr2  #uber #lyft #grrideshare #grandrapids #uberdriver #lyftdriver #grrideshareadventurespodcast #hustle #gigeconomy', grrideshare',"['uber', 'lyft', 'grrideshare', 'grandrapids', 'uberdriver', 'lyftdriver', 'grrideshareadventurespodcast', 'hustle', 'gigeconomy']",390,,
18/11/2019 13:45," My weekend was adventurous, and today I am kinda tired but I will be driving my self to $200+ bucks.  THANKS  #UBER #LYFT #JUNO'", JPJUSTICElaughs',"['UBER', 'LYFT', 'JUNO']",1760,,
18/11/2019 13:40, If you want to take a FREE ride or food with #Uber \xf0\x9f\x9a\x98 or #Lyft\xf0\x9f\x8e\x88  I HAVE #PROMO #CODES FOR YOU  #UberEATS\xf0\x9f\x8d\xbd: EATS-MIGUELT10  LYFT\xf0\x9f\x8e\x88: MIGUELT', DealsHeaven4u',"['Uber', 'Lyft', 'PROMO', 'CODES', 'UberEATS']",1071,,
18/11/2019 13:40," 5:39:51-\xf0\x9f\x93\xa3 Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft https://t.co/pgDJLMrjux'", ClassifiedsCal',['Lyft'],356,,
18/11/2019 13:36," Unfortunately the moron showed up at the same time as #torontopolice. So the a$$hole gets away without a ticket. And I\xe2\x80\x99m out the cost of a #Lyft for my mom. Thanks a lot, Jerk! CHVC275. I hope something bad happens to his car just for the bad Karma.'", ballroom13',"['torontopolice', 'Lyft']",44,,
18/11/2019 13:33," #Lyft #Uber passengers, buckle up. https://t.co/1gldgZGNvj'", NancyBrigit',"['Lyft', 'Uber']",301,,
18/11/2019 13:28, #Uber #Lyft #ladies pay great attention i have to remind my daughters about this https://t.co/uLedp5fHo0', MrDBaker',"['Uber', 'Lyft', 'ladies']",1868,,
18/11/2019 13:25, Top US ride-hailing company Lyft is moving closer towards self-driving ridesharing as it has added Chrysler Pacifica hybrids to its autonomous vehicle (AV) testing fleet #Kalingatv #Lyft #Driverless #RideSharing  https://t.co/U2nboBZ1sJ', Kalingatv',"['Kalingatv', 'Lyft', 'Driverless', 'RideSharing']",32188,,
18/11/2019 13:23, The WORST is having a #lyft driver who drowns his car in cheap cologne and it\xe2\x80\x99s a long drive with windows up \xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f', Wicked197',['lyft'],22,,
18/11/2019 13:01," I scheduled an @Uber pickup for 5:15-5:25am pickup and the driver came at 4:50am, then prompting me with \xe2\x80\x9cwe only wait 2mins before leaving\xe2\x80\x9d. Does this happen to anyone else? #uber #Lyft'", vinceliu21',"['uber', 'Lyft']",16,,
18/11/2019 12:48, \xe2\x80\x98Plan A Has Failed\xe2\x80\x99 \xe2\x80\x94 Global Debt to Hit $255T or $12.1M per Bitcoin https://t.co/yXtzLUwDIL  #Bitcoin #Ethereum #blockchain #crypto #libra #finance #money #dollar #cash #pound #facebook #instagram #whatsapp #uber #lyft #paypal #visa #mastercard #apple #amazon https://t.co/K93rGxcuFZ', littleprinceJD',"['Bitcoin', 'Ethereum', 'blockchain', 'crypto', 'libra', 'finance', 'money', 'dollar', 'cash', 'pound', 'facebook', 'instagram', 'whatsapp', 'uber', 'lyft', 'paypal', 'visa', 'mastercard', 'apple', 'amazon']",84,,
18/11/2019 12:47, This has major implications for #Uber &amp; #Lyft not to mention the drivers https://t.co/B8ovwUUZL4', JordanCaplan',"['Uber', 'Lyft']",372,,
18/11/2019 12:46,"  Great weekend! Congrats to the #GaBulldogs on their win, got to spend time with my #grandbaby (check out her #eyebrowskills ) and started an #SEO project for a local #Importauto #repairshop   I'll be out in #AthensGa serving #Lyft customers around 9am this morning. https://t.co/2OmitafUBe""", SamRivera_Lyft',"['GaBulldogs', 'grandbaby', 'eyebrowskills', 'SEO', 'Importauto', 'repairshop', 'AthensGa', 'Lyft']",2,,
18/11/2019 12:28," I wouldn\xe2\x80\x99t mind being driven to work every once in a while. This chillin, no talking thing is kinda nice. Downside... I wanna fall asleep \xf0\x9f\xa4\x95\xf0\x9f\x98\x90 ::drinks more coffee:: #lyft'", WrkoutWithJells',['lyft'],963,,
18/11/2019 11:35," 3:34:45-Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft #ClassifiedsCAL https://t.co/pgDJLMrjux'", ClassifiedsCal',"['Lyft', 'ClassifiedsCAL']",356,,
18/11/2019 11:35," Lyft are looking for a Machine Learning Engineer, PhD New Grad (2020) (Berry St, San Francisco, CA 94107). Apply here: https://t.co/b8Kux2oY08   #ai #artificialintelligence #aijobs #techjobs #datascience #machinelearning #jobsearch #jobs #lyft'", Aijobs_com',"['ai', 'artificialintelligence', 'aijobs', 'techjobs', 'datascience', 'machinelearning', 'jobsearch', 'jobs', 'lyft']",222,,
18/11/2019 11:29,"  For $50 in ride credit, download the Lyft app using my referral link: https://t.co/GGYlHBd9dW. It's the most affordable ride in town. Terms apply. #Lyft #RideShare""", MrSportsJunkie',"['Lyft', 'RideShare']",360,,
18/11/2019 11:12, #Henderson #casino allows guests to pay for #Lyft rides using #slot #points https://t.co/4sQLlxSUaP via @fox5vegas', HOCRadio',"['Henderson', 'casino', 'Lyft', 'slot', 'points']",4478,,
18/11/2019 10:43, Top US ride-hailing company Lyft is moving closer towards self-driving ridesharing as it has added Chrysler Pacifica hybrids to its autonomous vehicle (AV) testing fleet.#Lyft  https://t.co/LwYvNA1Jry', dt_next',['Lyft'],5007,,
18/11/2019 10:25, @GreenwichTime  You have the opportunity to take a stand agianst #Lyft #Uber as they REFUSE to to proper background checks on drivers.  https://t.co/HWSIHGXraw', RayCarolin4',"['Lyft', 'Uber']",74,,
18/11/2019 10:19," @GreenwichTime #Lyft #Uber experiencing driver predator crisis State of MA concerned they mandated state background checks on drivers = 30,000 drivers in 1 state failed checks. Do you think that some of these drivers are not driving your children in CT?   https://t.co/DLg0hvFpDy'", RayCarolin4',"['Lyft', 'Uber']",74,,
18/11/2019 10:19,"  @GreenwichTime It's Monday morn and 100's of #Greenwich parents will be sending their under 18 y/o child to school in #Lyft #Uber. This is illegal w/o legal guardian in vehicle. Driver's #insurance in NOT Valid igf in accident. Driver will be fired if caught driving minor.""", RayCarolin4',"['Greenwich', 'Lyft', 'Uber', 'insurance']",74,,
18/11/2019 10:10,"  @GPSDistrict Its Monday morn 100's of Greenwhich parents will send under 18 y/o child to school in #Lyft #Uber which is illegal If driver in accident insurance is INVALID #Lyft will assume no responsibility despite fact they NEVER reject pick-up to school. https://t.co/DLg0hvFpDy""", RayCarolin4',"['Lyft', 'Uber', 'Lyft']",74,,
18/11/2019 10:04,"  @mayo_ralph  @GHSPTA  Monday morn 100's #GHS parents will send child 2 school in #Lyft #Uber. Against co policy No insurance if under 18 y/o gets in car w/o adult. #Lyft will never refuse pick-up. All liability on driver 4 illegal pick-up + accident.  https://t.co/DLg0hvFpDy""", RayCarolin4',"['GHS', 'Lyft', 'Uber', 'Lyft']",74,,
18/11/2019 9:54,"  @SenBlumenthal @RepPeterDeFazio It's #Monday when parents w/send under 18 y/o child to school via #Lyft which is against policy (wink-wink) driver will be fired if caught #Lyft NEVER cancels pickup. FYI no insurance if driver in accident  https://t.co/sRgry6cKXK""", RayCarolin4',"['Monday', 'Lyft', 'Lyft']",74,,
18/11/2019 9:52,"  @CoryPippinTV @GMA @GHS @TodayShow @FoxandFriends It's #Monday when parents w/send under 18 y/o child 2 school via #Lyft which is against policy (wink-wink)driver will be fired if caught #Lyft NEVER cancels pickup. FYI no insurance if driver in accident    https://t.co/sRgry6cKXK""", RayCarolin4',"['Monday', 'Lyft', 'Lyft']",74,,
18/11/2019 9:41,"  @CoryPippinTV @GMA @TodayShow @Foxandfriends  It's been a busy weekend for #Lyft drivers. Look's like a driver attempted to kidnap a female passenger. When is #America going to demand #Lyft put a stop to this national crisis of their own making?  https://t.co/24sXJoTYXl""", RayCarolin4',"['Lyft', 'America', 'Lyft']",74,,
18/11/2019 9:37, @CoryPippinTV @GMA @FoxandFriends You think this was his first time? Another #Lyft driver serving his community.  https://t.co/ckSy4j8mKP', RayCarolin4',['Lyft'],74,,
18/11/2019 9:33," @CoryPippinTV  @GMA @NBCNews @FoxandFriends  State of Mass no longer believed #Lyft #Uber when they suggest they do background checks on drivers.....so MA did their own. Results? 30,000 drivers in 1 state (MA) failed background checks and had 2 be fired. https://t.co/DLg0hvFpDy'", RayCarolin4',"['Lyft', 'Uber']",74,,
18/11/2019 9:33,"  @CoryPippinTV @GMA @NBCNews @FoxandFriends   if #Lyft didn't want to maintain status quo why be  #Checkr client when 100's of female passengers continue to report driver sexual assaults? #Checkr should b replaced! If I were #Checkr I'd be schoolin' #Lyft to do it right!""", RayCarolin4',"['Lyft', 'Checkr', 'Checkr', 'Checkr', 'Lyft']",74,,
18/11/2019 9:33,"  @CoryPippinTV @GMA @NBCNews @FoxandFriends Cory, just to prove point....if #Lyft exec's truly believed they were conducting quality background checks on drivers...why then did they hire 140+lobbyists to fight city/state/federal mandated checks which would include fingerprints?""", RayCarolin4',['Lyft'],74,,
18/11/2019 9:00," \xf0\x9f\x93\xa3 New Podcast! ""Episode # 71 \xe2\x80\x93 The Craft Beer Concierge \xe2\x80\x93 Allo Gilinsky"" on @Spreaker #barley #bearabrewingco #bearairishbrew #beer #california #craftbeer #craftbeerpodcast #craftbeerstorm #food #hops #local #lyft #malt #pintsofportsmouth #uber https://t.co/wIo2jHp4MU'", BearaIrishBrew',"['barley', 'bearabrewingco', 'bearairishbrew', 'beer', 'california', 'craftbeer', 'craftbeerpodcast', 'craftbeerstorm', 'food', 'hops', 'local', 'lyft', 'malt', 'pintsofportsmouth', 'uber']",1190,,
18/11/2019 8:35," 0:34:38-\xe2\x9c\x94 Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft https://t.co/pgDJLMrjux'", ClassifiedsCal',['Lyft'],356,,
18/11/2019 7:37, #Lyft Is Pulling Its Scooters From Six Cities and Laying Off Workers |  @DigitalTrends  https://t.co/FKE6R768ge', PaulMBaker',['Lyft'],2223,,
18/11/2019 7:31, @flyLAXairport THANK YOU for adding more car lanes and #laxit shuttle. Its smooth getting my #lyft less than 10min. Thanks for having charging stations and friendly people.', kymwhitley',"['laxit', 'lyft']",413263,,
18/11/2019 7:26,"  @CoryPippinTV  #Lyft spokesmen says all driver applicants screened 4 criminal offenses/driving incidents on initial/annual basis Here's 30,000 they missed in 1 state = Massachusetts Tell that to the 100's of women that have been assaulted that nonsense!  https://t.co/DLg0hvFpDy""", RayCarolin4',['Lyft'],74,,
18/11/2019 7:10,"  @FrankFigliuzzi1 Hi Frank this is homeland security crisis. 100's of women passengers assaulted by #Lyft #Uber drivers. Co refuses to include fingerprint checks. Crisis continues. State of MA no longer believed companies claim to checks so did their own &amp; 30,000 failed""", RayCarolin4',"['Lyft', 'Uber']",74,,
18/11/2019 7:00," 22:59:34-\xf0\x9f\x93\xa3 Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft https://t.co/pgDJLMrjux'", ClassifiedsCal',['Lyft'],356,,
18/11/2019 6:59,"  #WhatHurtMeIn5Words #Lyft #Uber drivers assaulting 100's female passengers  https://t.co/DLg0hvFpDy""", RayCarolin4',"['WhatHurtMeIn5Words', 'Lyft', 'Uber']",74,,
18/11/2019 6:58,"  #WhatHurtMeIn5Words   #Lyft #Uber drivers assaulting 100's of women.""", RayCarolin4',"['WhatHurtMeIn5Words', 'Lyft', 'Uber']",74,,
18/11/2019 6:30, Coming Soon! . . #iBuumerang #VibeRide #VibeRides #Uber #Lyft #residualincome #network #travelwithkeo https://t.co/bsXneL0Pn3', TravelWithKeO',"['iBuumerang', 'VibeRide', 'VibeRides', 'Uber', 'Lyft', 'residualincome', 'network', 'travelwithkeo']",3443,,
18/11/2019 5:24,"  Well that is the last time I @lyft. I report a safety issue with them, they still charge my card even though the driver didn't get me there. @AskLyft is that normal? Just going to rent a car moving forward.  #rideshare #lyft""", AishaMJones',"['rideshare', 'lyft']",50,,
18/11/2019 5:09," Up to $10 credit in #UberEATS food with promo code ""UE-3GTHE"" or ""EATS-3GTHE""  Up to $50 credit in #Lyft  rides with promo code ""3GTHE""  Up to $15 credit in #Uber rides with promo code ""3GTHE""  To become a driver &amp; get your sign on bonus use the promo code ""3GTHE"" https://t.co/y937wPsPwA'", phillysdon04',"['UberEATS', 'Lyft', 'Uber']",2054,,
18/11/2019 5:08, Thought I\xe2\x80\x99d pass this along \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c  \xf0\x9f\x92\x9c #Safety #Uber #Lyft #taxi \xf0\x9f\x92\x9c https://t.co/X2E1tRW6Gf', MsBlazeInc',"['Safety', 'Uber', 'Lyft', 'taxi']",741,,
18/11/2019 5:04," @scott_lowe @jbeda @lyft Spoke too soon, #Lyft has been \xe2\x80\x9carriving in 3 minutes\xe2\x80\x9d for the last 10....'", jgershater',['Lyft'],582,,
18/11/2019 4:55," 20:54:29-Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft #ClassifiedsCAL https://t.co/pgDJLMrjux'", ClassifiedsCal',"['Lyft', 'ClassifiedsCAL']",356,,
18/11/2019 4:34," #Lyft cuts scooter service in several cities, lays off 20 people: Lyft has announced\xe2\x80\xa6 https://t.co/ETVFiNrs8F #tech'", Trending_Global',"['Lyft', 'tech']",257,,
18/11/2019 4:32,"  Amidst the second Uber Eats pay cut in a year I thought of describing the Gig economy simply and came up with a sentence. A scheme to transfer resources from the working class to the wealthy. I hope I'm wrong. #uber #lyft #instacart #doordash #postmates #ubereats #GigEconomy""", Fleemos1',"['uber', 'lyft', 'instacart', 'doordash', 'postmates', 'ubereats', 'GigEconomy']",29,,
18/11/2019 4:31,"  Maybe this is why they are losing drivers to @lyft? Oh wait no, they #Discriminate too. This is why you don't see #uber or #lyft in low income areas. They don't want us in the cars or working for them. Tear in the seat? Oops you're fired. Only own a mint 50s Chevy? Too bad no job https://t.co/HLXNW4iYww""", LappenDaniel',"['Discriminate', 'uber', 'lyft']",2,,
18/11/2019 4:31, How awful! Be careful out there.  #Lyft #Houston  #HTown https://t.co/i4ZeJkjVp9', nmbr970',"['Lyft', 'Houston', 'HTown']",262,,
18/11/2019 4:01,"  It's November 17, 2019 at 10:01PM, time to head out! Don't drive drunk, catch a #lyft! It's free here: https://t.co/u6UyMGqTc8 #CHRIS41727 https://t.co/8Y0vpqXrGI""", AustinMutts',"['lyft', 'CHRIS41727']",870,,
18/11/2019 3:59,"  Need a @lyft code? Here\xe2\x80\x99s $5 in ride credit - just use my referral link: https://t.co/zlR80SgvX1. It's the most affordable ride in town! Terms apply. #lyft #lyftcode""", annieonline',"['lyft', 'lyftcode']",933,,
18/11/2019 3:40, Go to hell if you\xe2\x80\x99re: 1. An #Uber driver. 2. A #Lyft driver.  ESPECIALLY go to hell if you\xe2\x80\x99re dumbass car has both stickers. Y\xe2\x80\x99all the worst drivers in Denver and y\xe2\x80\x99all don\xe2\x80\x99t know where the F you\xe2\x80\x99re going. Get lost over a cliff. #pointless', SenoraRoman',"['Uber', 'Lyft', 'pointless']",7,,
18/11/2019 3:30," Try tryprides , lower fares and no surge https://t.co/tYEFiYyYFR #tryprides #lyft #uber #rideshare #ad #paidpromotion #nyc #miami'", iamartikyoul8',"['tryprides', 'lyft', 'uber', 'rideshare', 'ad', 'paidpromotion', 'nyc', 'miami']",1234,,
18/11/2019 3:16," Heads up #Uber and #Lyft users. #publicserviceannouncement\xf0\x9f\x93\xa2\xf0\x9f\x94\x8a @ Toluca Lake, California https://t.co/q6zgZ992z7'", CosmickateKate',"['Uber', 'Lyft', 'publicserviceannouncement']",421,,
18/11/2019 2:50, When your lyft driver farts in the car \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #lyft #lyftdriver', Mdurvwa',"['lyft', 'lyftdriver']",395,,
18/11/2019 2:26,"  @lyft @the_USO Yeah, #Lyft. Let me drive 10+ mins out of my way just to drive someone a quarter mile down the street, why don't ya? Just kidding, F off. \xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe https://t.co/O4Pc9qiM6A""", DodgerDogBarks',['Lyft'],5,,
18/11/2019 1:54," 17:54:21-\xe2\x9c\x94 Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft https://t.co/pgDJLMrjux'", ClassifiedsCal',['Lyft'],356,,
18/11/2019 1:34,"  To all the ladies out there taking cabs, a rideshare service, or just getting rides in ANYONE'S car... Check that the child safety lock is off! #Uber  #lyft https://t.co/ReF7Otsrgu""", chechi_sf',"['Uber', 'lyft']",21,,
18/11/2019 1:22, @lyft   Found this disturbing video on YouTube.  #Lyft #Kidnapping  https://t.co/rk4a1BCMPo', CityofTwoRivers',"['Lyft', 'Kidnapping']",6960,,
18/11/2019 1:19, Who works with #Uber or #Lyft or uses them? Are you frustrated with what\xe2\x80\x99s going on?\xef\xbf\xbc', davidtinoco247',"['Uber', 'Lyft']",463,,
18/11/2019 1:19, ATTN: Uber / Lyft Drivers make extra money doing this   Visit:  https://t.co/nEChsLgK8k   #MyBusiness #Attn #Uber #Lyft #Drivers #Make #Extra', joboptimist',"['MyBusiness', 'Attn', 'Uber', 'Lyft', 'Drivers', 'Make', 'Extra']",3471,,
18/11/2019 1:13," Fuck #Uber Ride #Lyft the best drivers, the best rates!'", mckansas',"['Uber', 'Lyft']",328,,
18/11/2019 0:30," Toronto! Lyft is launching!! Sign up using ""LaunchToronto"" for free rides!! https://t.co/3IkNyj8urX #lyft #Toronto #uber #promo'", CanadaDealsCo',"['lyft', 'Toronto', 'uber', 'promo']",290,,
18/11/2019 0:24, Reposted from @msworknprogres (@get_regrann)  -  Friendly reminder to be careful out there! #psa #watchyoursurroundings #ridesharetips #uber #lyft #humantrafficking #safetyfirst\xe2\x80\xa6 https://t.co/C0Qo0IXyPP', pearletteb1',"['psa', 'watchyoursurroundings', 'ridesharetips', 'uber', 'lyft', 'humantrafficking', 'safetyfirst']",576,,
18/11/2019 0:19," 16:19:17-\xf0\x9f\x93\xa3 Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft https://t.co/pgDJLMrjux'", ClassifiedsCal',['Lyft'],356,,
18/11/2019 0:16, \xf0\x9f\x98\xb3 #PSA #FYI ... B4 you get in an #Uber or #Lyft or any car service\xf0\x9f\x9a\x95... check to make sure the child safety lock \xf0\x9f\x94\x93isn\xe2\x80\x99t on https://t.co/ty4qseGGZh', MissNatalieNYC',"['PSA', 'FYI', 'Uber', 'Lyft']",703,,
18/11/2019 0:15, I did not know this existed. #Uber #Lyft https://t.co/XKKmsfZHaI', goldberg_liz',"['Uber', 'Lyft']",136,,
18/11/2019 0:13," Hey @lyft - you need to work on the experience of post-NFL pick up locations. We have 5, yes, FIVE, drivers cancel on us because they didn\xe2\x80\x99t listen. Had to depend on @Uber instead. #ugh #uxfail #lyft #fail'", AleBorland',"['ugh', 'uxfail', 'lyft', 'fail']",80,,
17/11/2019 23:01, Don\xe2\x80\x99t worry. If a Lyft driver almost gets in an accident due to wreckless driving and then backs up and hits you with his car when you get out #Lyft will give you a $5 credit. @lyft', SassaMolass',['Lyft'],49,,
17/11/2019 22:45, With #lyft making its debut in #Vancouver very soon and the ongoing transit strike makes me wonder if the high up people on the union side has shares in Lyft. Or hope people get fed up with @TransLink and just switch to rideshares to lessen the load...', theday',"['lyft', 'Vancouver']",160,,
17/11/2019 22:37, If you want to take a #FREE ride or food with #Uber \xf0\x9f\x9a\x98 or #Lyft\xf0\x9f\x8e\x88  I HAVE #PROMO #CODES FOR YOU  #UberEATS\xf0\x9f\x8d\xbd: EATS-MIGUELT10  Lyft\xf0\x9f\x8e\x88: MIGUELT10', USACoolDeals',"['FREE', 'Uber', 'Lyft', 'PROMO', 'CODES', 'UberEATS']",1086,,
17/11/2019 22:14," 14:14:12-Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft #ClassifiedsCAL https://t.co/pgDJLMrjux'", ClassifiedsCal',"['Lyft', 'ClassifiedsCAL']",356,,
17/11/2019 22:06," There\xe2\x80\x99s nothing worse than working for Lyft l, then picking up a dude for a drop off that smells like cocoa butter. like, what are you a stripper? #lyft #problems'", Fuadthemonsta3',"['lyft', 'problems']",47,,
17/11/2019 22:04," ZYN or LYFT, $4.75 per can incl shipping if you buy at least 30 cans #ZYN #LYFT #snus #swedishsnuff #swedishsnus #quitsmoking'", swedishsnuff',"['ZYN', 'LYFT', 'snus', 'swedishsnuff', 'swedishsnus', 'quitsmoking']",950,,
17/11/2019 22:00, JPMorgan Chase Moves to Be First Big U.S. Bank With Its Own Cryptocurrency https://t.co/Sh0ldC77Fs  #Bitcoin #Ethereum #blockchain #crypto #libra #finance #money #dollar #cash #poundsterling #facebook #instagram #whatsapp #uber #lyft #paypal #visa #mastercard #apple #amazon https://t.co/NehEMTZ2u3', littleprinceJD',"['Bitcoin', 'Ethereum', 'blockchain', 'crypto', 'libra', 'finance', 'money', 'dollar', 'cash', 'poundsterling', 'facebook', 'instagram', 'whatsapp', 'uber', 'lyft', 'paypal', 'visa', 'mastercard', 'apple', 'amazon']",84,,
17/11/2019 21:29, #Lyft Is Another Step Closer to #Driverless Ridesharing  https://t.co/Y3Heo0yTGE #selfdrivingcars #ai #iot #5g #autonomousvehicles #selfdriving #autonomous #robotics #innovation #driverlesscars #startups #smartcity #startup #emergingtech #robot #deeplearning #machinelearning https://t.co/mBru1NB56J', guidaautonoma',"['Lyft', 'Driverless', 'selfdrivingcars', 'ai', 'iot', '5g', 'autonomousvehicles', 'selfdriving', 'autonomous', 'robotics', 'innovation', 'driverlesscars', 'startups', 'smartcity', 'startup', 'emergingtech', 'robot', 'deeplearning', 'machinelearning']",6389,,
17/11/2019 21:24, Got The App?? Available for both iOS &amp; Android users #yellowcabaz #arizona #phoenix #tempe #scottsdale #mesa #gilbert #chandler #peoria #glendale #uber #lyft #leavethedrivingtotheprofessionals https://t.co/c2N0W26ocT', azyellowca ,"['yellowcabaz', 'arizona', 'phoenix', 'tempe', 'scottsdale', 'mesa', 'gilbert', 'chandler', 'peoria', 'glendale', 'uber', 'lyft', 'leavethedrivingtotheprofessionals']",329,,
17/11/2019 21:07," @WayfarerPoints Just saved $225 for a 4-day stay @ Hilton DoubleTree Resort, Hollywood Beach, FL. Thank you @WayfarerPoints 33% &lt; other online options. $1000&lt; than the event hotel down the street. #moneyfornothing #wayfarerpoints #uber #waze #lyft'", jeffhoffman888',"['moneyfornothing', 'wayfarerpoints', 'uber', 'waze', 'lyft']",38,,
17/11/2019 21:02, A recent study finds rideshare drivers take home an average of $9.21 an hour after expenses: https://t.co/Za3YKp25Ji \xe2\x80\xa6 #uber #Lyft #AB5', capitalandmain',"['uber', 'Lyft', 'AB5']",6938,,
17/11/2019 21:01, #uber not only pays less than #Lyft they don\xe2\x80\x99t have anyone with half a brain to in customer service. #Lyft rules #Uber drools &amp; treat people like trash!', mckansas',"['uber', 'Lyft', 'Lyft', 'Uber']",328,,
17/11/2019 20:48, \xf0\x9f\x98\xa2 Taxi Driver Killed in Downtown L.A. Stabbing Identified https://t.co/ZCqqci2G15 via @ktla Please share and spread this and see if this evil person can be caught \xf0\x9f\x98\xa1 #LA #LosAngeles #Taxi #Uber #Lyft #Hollywood #Burbank #Glendale #DTLA', George323818',"['LA', 'LosAngeles', 'Taxi', 'Uber', 'Lyft', 'Hollywood', 'Burbank', 'Glendale', 'DTLA']",2272,,
17/11/2019 20:44," #Retweet to possibly save a #life  Before getting into an #Uber or #Lyft or whatever else, take a few seconds to make sure the child safety lock isn\xe2\x80\x99t on'", sahritaaa',"['Retweet', 'life', 'Uber', 'Lyft']",32,,
17/11/2019 20:40, If you want to take a #FREE ride or food with #Uber \xf0\x9f\x9a\x98 or #Lyft\xf0\x9f\x8e\x88  I HAVE #PROMO #CODES FOR YOU  #UberEATS\xf0\x9f\x8d\xbd: EATS-MIGUELT10  Lyft\xf0\x9f\x8e\x88: MIGUELT', DealsHeaven4u',"['FREE', 'Uber', 'Lyft', 'PROMO', 'CODES', 'UberEATS']",1071,,
17/11/2019 20:23, #df19 if you are new to #Lyft cars use my referral link or code PAULA15328 for some money off :) see you all in #sanfran \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc https://t.co/hOCICpSxdQ. Terms apply.', PaulaDW_',"['df19', 'Lyft', 'sanfran']",678,,
17/11/2019 20:15, Thanks for following! Enjoy up to $50 #FREE ride credit for your first ride with #Lyft #LyftPromoCode', AllNaturalPics',"['FREE', 'Lyft', 'LyftPromoCode']",173,,
17/11/2019 20:11, ATTN: Uber / Lyft Drivers make extra money doing this   Visit Now:  https://t.co/GQtc74jghi   #BusinessOpportunities #Attn #Uber #Lyft #Drivers #Make #Extra #Money', qwikad_biz_opps',"['BusinessOpportunities', 'Attn', 'Uber', 'Lyft', 'Drivers', 'Make', 'Extra', 'Money']",13946,,
17/11/2019 20:08, Who got a #Lyft or #Uber code for a couple dollars off \xf0\x9f\xa4\x94', lazylefty',"['Lyft', 'Uber']",1063,,
17/11/2019 19:46, The latest IPOs of Silicon Valley much-hyped unicorns have been very rewarding for a few pre IPO investors and a net loss for ordinary private investors.   #pinterest #uber #lyft #slack #ipo #unicorn #investments #siliconvalley https://t.co/o5gGe2H5Cx', FrancoFolini',"['pinterest', 'uber', 'lyft', 'slack', 'ipo', 'unicorn', 'investments', 'siliconvalley']",1017,,
17/11/2019 19:44, Warning for all riders using @lyft and uber  STAY SAFE! #safteyfirst #uber #lyft https://t.co/bCpxX2vIUc', AnQMai3',"['safteyfirst', 'uber', 'lyft']",296,,
17/11/2019 19:27," Lyft cuts scooter service in several cities, lays off 20 people https://t.co/FBP9vh4iaL #Transportation #EScooters #Atlanta #Lyft #Tech'", GamerGeekNews',"['Transportation', 'EScooters', 'Atlanta', 'Lyft', 'Tech']",13385,,
17/11/2019 19:26," #Lyft cuts scooter service in several cities, lays off 20 people https://t.co/BYiNswuimP https://t.co/huyTZEqxie'", Current_Knewz',['Lyft'],2467,,
17/11/2019 19:20," ""#Lyft Is Another Step Closer to Driverless Ridesharing"" cc @Daimler  https://t.co/DT2tzveofP'", BertrandDuflos',['Lyft'],4433,,
17/11/2019 19:17, Be safe #Uber #Lyft https://t.co/Ay5Gjy47Kw', StinaBthe1',"['Uber', 'Lyft']",352,,
17/11/2019 19:14," 11:14:5-\xe2\x9c\x94 Lyft $1,550 Bonus For New Drivers..!! Sign-On Bonus: Join Today! Apply Here and be your own boss #Lyft https://t.co/pgDJLMrjux'", ClassifiedsCal',['Lyft'],356,,
